2072	factoid	How did Brandon Lee die? 	shooting
2073	factoid	How fast does light travel through space? 	186.*?000 miles per second?|about 6 trillion miles a year
2074	factoid	How tall is the tallest pyramid? 	1(37|40).*?meters?|482 feet
2075	factoid	What city in Louisiana was Britney Spears born in? 	Kentwood
2076	factoid	What company owns the soft drink brand "Gatorade"? 	Quaker Oats
2077	factoid	How big does a pig get? 	1,071 pounds|4(76|87).*?kilos?
2078	factoid	What is Corian made of? 	acrylic
2080	factoid	What peace treaty ended WWI? 	Versailles
2083	factoid	What breed of horse was used to found the Lipizzaner? 	Spanish
2084	factoid	How many home runs did Babe Ruth hit? 	714
2085	factoid	How close is Mesa to Phoenix? 	17-mile
2086	factoid	What is the study of ants called? 	myrmecology
2087	factoid	What Canadian city has the largest population? 	Toronto
2088	factoid	How many rooms are in the White House? 	132
2089	factoid	On what Caribbean Island was Ponce de Leon governor? 	Puerto Rico('s)?
2090	factoid	What Ridley Scott movie is set in 180 a.d.? 	Gladiator
2091	factoid	What is Eminem's real name? 	Marshall.*?Mathers
2092	factoid	When was the telegraph invented? 	1844|1860
2093	factoid	Which city is home to Superman? 	Metropolis
2094	factoid	When was JFK born? 	1917
2098	factoid	What player has been the home run champion of the national league seven times? 	Kiner
2099	factoid	What comedy team was John Cleese part of? 	Monty Python('s)?
2100	factoid	What did Caesar say before he died? 	Et tu , Brute \? Then fall , Caesar
2101	factoid	What country was Catherine the Great from? 	German
2102	factoid	What American landmark stands on Liberty Island? 	Statue of Liberty
2103	factoid	What confederate general was responsible for the defeat at Gettysburg? 	Pickett
2104	factoid	When was the submarine invented? 	July 1863
2105	factoid	What country produces the most silk? 	China
2106	factoid	What is Barbie's full name? 	Barbie Millicent Roberts
2107	factoid	What is the currency of Denmark? 	kroner?
2109	factoid	When was the U.N. created? 	1945
2110	factoid	what is Speedy Claxton's real name? 	Craig
2111	factoid	How many times have the Yankees won the World Series? 	25
2115	factoid	In what Canadian province are most people of French descent? 	Quebec
2116	factoid	How cold is Lake George? 	55 degrees
2117	factoid	What college did Marcus Camby play for? 	University of Massachusetts
2119	factoid	When is Jennifer Lopez's birthday? 	July 24,?
2120	factoid	What does "CBS" (television network) stand for? 	Columbia Broadcasting System
2121	factoid	What artist recorded the song "At Last" in the 40's or 50's? 	Etta James
2122	factoid	What is the inner peel of an orange called? 	pith
2123	factoid	When was John Lennon born? 	1940
2124	factoid	What organization did Paul Konerko first play major league baseball with? 	Dodgers
2127	factoid	What country did Panama gain its independence from? 	Colombia
2128	factoid	What flavor filling did the original Twinkies have? 	banana
2129	factoid	How many home runs did Henry "Hank" Aaron hit in his major league career? 	755
2131	factoid	Who is the mayor of San Francisco? 	Brown
2133	factoid	When was Abraham Lincoln born? 	1809.*?
2134	factoid	What is Motley Crue's Nikki Sixx's real name? 	Frank Ferrano
2135	factoid	How accurate are HIV tests? 	more than 98 percent
2136	factoid	How many moons does Neptune have? 	8
2139	factoid	What gas is 78 percent of the earth's atmosphere? 	nitrogen
2140	factoid	What day did Martin Luther King, Jr. get assassinated? 	April 4, 1968
2141	factoid	How many justices does the United States Supreme Court have? 	nine
2143	factoid	How did John Dillinger die? 	gunned down|shot
2145	factoid	What does a theodolite measure? 	wind speeds
2149	factoid	How many Olympic gold medals did Carl Lewis win? 	nine
2151	factoid	What cathedral is in Claude Monet's paintings? 	Rouen
2152	factoid	When was the Great Wall of China built? 	2.*?000 years ago
2153	factoid	What date did the Lusitania sink? 	1915
2154	factoid	What is egg white called? 	album(e|i)n
2155	factoid	What country is home to Sabena Airlines? 	Belgi(a|u)(m|n)
2156	factoid	How fast does Randy Johnson throw? 	(95|98|100(.1)?).*?mph
2159	factoid	What country singer's first album was titled "Storms of Life"? 	Randy Travis
2160	factoid	What is the body temperature of a dog? 	100 and 102 degrees|102.5F?
2161	factoid	What is the nickname for the national New Zealand basketball team? 	Kiwis
2164	factoid	How did Julius Irving's son die? 	cocaine
2165	factoid	What date was the Declaration of Independence signed on? 	Aug. 2, 1776|July 4.*?1776
2167	factoid	How often is someone murdered in the U.S.? 	one murder every 31 minutes
2168	factoid	What country produces the most emeralds? 	Colombia
2169	factoid	What day did Pearl Harbor occur? 	Dec\s?(ember|.) 7,?|Sunday
2170	factoid	How often does the men's soccer World Cup take place? 	every.*?years.*?four
2171	factoid	How big do iguanas get? 	4 feet|six.*?f(ee|oo)t
2173	factoid	What is the "Playboy" logo? 	bunny|rabbit head
2175	factoid	What country did Iraq invade in 1990? 	Kuwait
2176	factoid	when was Dante's "Inferno" written? 	1300s
2178	factoid	How high is Mt. Hood? 	11,240 - foot|11.*?245 feet
2179	factoid	What famous verse did Sarah Hale write in 1830? 	Mary Had a Little Lamb
2181	factoid	How many people can be seated in Yankee Stadium? 	55,000|57,545|70,000
2182	factoid	How far is the Titanic under water? 	12,(000|460) feet|3,800\s+meters
2184	factoid	What Liverpool club spawned the Beatles? 	Cavern
2185	factoid	How long do mourning doves live? 	About 60 percent only survive a year
2186	factoid	What are the measurements for a king-size bed? 	76 inches by 80 inches
2187	factoid	What is the big prize called in Canadian football? 	Grey Cup
2188	factoid	Who sang "Tennessee Waltz"? 	Patti Page
2189	factoid	What animal can go the longest without water? 	rat
2190	factoid	What country is Hyundai from? 	Republic of Korea|South Korea
2191	factoid	What city is the gateway arch located in? 	St.*?Louis
2192	factoid	How did Malcolm X die? 	assassinated|murder|shot
2193	factoid	How many feet above sea level is Jerusalem? 	2,?500
2194	factoid	What are brake pads made of? 	Vermiculite
2195	factoid	When was Ronald Reagan shot? 	1981
2196	factoid	What ocean are the Gilbert Islands in? 	Pacific
2197	factoid	What is the name of the unmanned space craft sent to Mars by NASA? 	Mars Global Surveyor|Viking
2198	factoid	What is the name of the Chief Justice of the Supreme Court? 	.*?Rehnquist|Sajjad
2199	factoid	What band was Jimmy Page in before Led Zeppelin? 	Yardbirds
2200	factoid	How big is a keg? 	15(.5)?-gallon
2202	factoid	How many interceptions did Joe Montana throw in four Superbowls? 	never
2204	factoid	What actor has a tattoo on his right wrist reading "Scotland forever"? 	Connery
2205	factoid	How many cabinet officers are there? 	14
2209	factoid	What is the term for arable land left unseeded for one season? 	fallow
2210	factoid	How many grams in an ounce? 	28|30
2211	factoid	How large of a litter does a rat have at one time? 	11 young and tend to have 11 mammaries. In the biggest litters, there can be as many as 28 pups
2212	factoid	What country artist is nicknamed Tater? 	Little Jimmy Dickens
2214	factoid	What country other than Germany has German as its official language? 	Austria|Switzerland
2215	factoid	What are sounds too low for humans to hear called? 	infrasonic|infrasound
2216	factoid	How did Dennis Brown die? 	pneumonia
2217	factoid	What country does Greenland belong to? 	Denmark
2218	factoid	What company manufactures Van Heusen shirts? 	Phillips-Van Heusen
2219	factoid	How tall is Al Pacino? 	5 feet 6 inches
2223	factoid	When was the first camera invented? 	1839
2225	factoid	What modern country is home to the ancient city of Babylon? 	Iraq
2226	factoid	When was abortion legalized in the U.S.? 	1973
2227	factoid	What is the Bluegrass state? 	K(entuck)?y.?
2228	factoid	What country was the Battle of Verdun fought in? 	France
2230	factoid	What dam is said the be the largest hydroelectric station in the world? 	Three Gorges
2231	factoid	What is a word spelled the same backward and forward called? 	palindromes
2232	factoid	What daughter of Czar Nicholas II is said to have escaped death in the Russian revolution? 	Anastasia
2233	factoid	How far is a 3-point line from the basketball goal in the NBA? 	23 feet , 9 inches
2235	factoid	What is the highest mountain in South America? 	Aconcagua
2236	factoid	What country's flag flies over the Canary Islands? 	Spa(in|nish)
2237	factoid	What album became the greatest selling album of all time? 	Thriller
2238	factoid	How cold is the moon? 	150 degrees below F|minus-250 degrees F
2239	factoid	What prison is Charles Manson at? 	Corcoran
2240	factoid	What does the bugler play at the end of the day on a US military base? 	Taps
2241	factoid	How tall is the green monster at Fenway? 	37.*?f(ee|oo)t
2242	factoid	What chemical is in chocolate that helps with depression? 	phenylethylamine
2244	factoid	What dress size was Marilyn Monroe? 	14|8
2246	factoid	What film did Liza Minnelli win a best actress Oscar for? 	Cabaret
2247	factoid	What major league baseball player has 511 pitching victories? 	Cy Young
2248	factoid	How many planets are in our solar system? 	nine
2249	factoid	When was the Panama Canal returned to Panama? 	Dec(ember|.) 31.*?1999
2251	factoid	How deep is the Grand Canyon? 	1,839 meters?|5,700 feet
2252	factoid	What apostle was crucified? 	Peter
2254	factoid	How much does it cost for gastric bypass surgery? 	\$\s?2(0|5),000
2255	factoid	How do you say "I love you" in French? 	je t'aime
2257	factoid	What is the richest country in the world? 	America|Switzerland|U(nited|.)\s?S(tates|.)
2260	factoid	When was the hot air balloon invented? 	1783
2261	factoid	What college did Magic Johnson go to? 	Michigan State
2262	factoid	How did Cincinnati get its name? 	Cincinnatus,?|given its name by Arthur St. Clair
2263	factoid	How big was the Big Gulp sold in 7-Eleven stores in 1980? 	32 ounces
2264	factoid	How old was Elvis when he died? 	42
2265	factoid	How did Marjorie Kinnan Rawlings die? 	cerebral hemorrhage
2266	factoid	What substance did Charles Best and Frederick Banting discover in 1922? 	insulin
2268	factoid	what instrument does the concertmaster of an orchestra usually play? 	violin
2269	factoid	How long is a quarter in an NBA game? 	12 minutes
2270	factoid	What is capital of Maryland? 	Annapolis
2271	factoid	What class of drug is Xanax? 	anti-anxiety|sedatives
2272	factoid	How many intelligence agencies does the U.S. have? 	1(1|2)
2273	factoid	Which religion has the largest number of followers worldwide? 	Christianity|Roman Catholics
2275	factoid	How big is the planet Venus? 	about 7,700 miles
2276	factoid	When was Mariah Carey born? 	March 27
2277	factoid	In which country is Timbuktu? 	Mali
2278	factoid	What are the odds against getting struck by lightning? 	12 million to one|One in 600,000
2280	factoid	How many rooms does the Las Vegas MGM Grand Hotel have? 	5,?(000|005|034)-?
2281	factoid	What American commodore demanded that Japan trade with the United States? 	Perry
2282	factoid	What canal is between the Mediterranean Sea and the Red Sea? 	Suez
2283	factoid	What is the traditional dish served at Wimbledon? 	strawberries and cream
2284	factoid	What Chinese Dynasty was during 1412-1431? 	Ming
2285	factoid	How much does the capitol dome weigh? 	9 million pounds?
2286	factoid	What is an Indian flute made of? 	clay|eagle bone
2288	factoid	What animal is veal from? 	cal(f|ves)|cows
2289	factoid	What continent is Togo on? 	African?
2290	factoid	When was the piano made? 	1700
2292	factoid	What do you call a bone doctor? 	Orthopedic
2293	factoid	How many times a day do observant Muslims pray? 	at least 5|five
2294	factoid	What continent is India on? 	Asia
2295	factoid	What 1857 U.S. Supreme Court decision denied that blacks were citizens? 	Dred Scott
2296	factoid	What national monument was designated as the first national monument in 1906? 	Devils Tower
2297	factoid	What is Britney Spears' middle name? 	Jean
2299	factoid	How many mph do you have to go to break the sound barrier? 	763.035|about 750
2300	factoid	What country did Marco Polo come from? 	Ital(y|ian)
2301	factoid	What composer wrote "Die Gotterdammerung"? 	Wagner
2302	factoid	How much did the first Barbie cost? 	\$\s?3
2303	factoid	What is the longest river in the world? 	Amazon|Nile
2305	factoid	When is Mexico's Independence Day? 	Sept(ember|.) 16
2306	factoid	How big is the Great Pyramid? 	450-foot|451 - foot|482 feet
2307	factoid	How many terms was Dwight D. Eisenhower president? 	two
2309	factoid	How much calcium is in broccoli? 	118 mg
2310	factoid	How many American deaths were there in the Korean war? 	17,000|33,629|54.*?000
2311	factoid	How did the Lindy Hop get its name? 	Charles Lindbergh
2312	factoid	How many republics made up the Soviet Union? 	15
2313	factoid	What does an English stone equal? 	14 pounds
2315	factoid	How many tentacles do squids actually have? 	10|eight
2317	factoid	What team drafted Brett Favre? 	Atlanta|Falcons
2318	factoid	What instrument measures radioactivity? 	Geiger counters?
2319	factoid	What common medicine discovered by native Americans is from the bark of a willow tree? 	aspirin
2320	factoid	When was the first TV invented? 	Sept. 7 , 1927
2323	factoid	What American feminist appeared on a silver dollar? 	Susan B. Anthony
2325	factoid	When was the first Superbowl? 	1967
2326	factoid	How far is it from the pitcher's mound to home plate? 	60 - feet - six - inches|60 feet 6 inches
2328	factoid	What state was Amelia Earhart born in? 	Kan(sas|.)
2329	factoid	How many muscles are there in the human body? 	696
2330	factoid	What river is under New York's George Washington bridge? 	Hudson
2331	factoid	What actress has received the most Oscar nominations? 	Katharine Hepburn
2333	factoid	How old do you have to be to join the U.S. Navy? 	17-year-olds
2334	factoid	What did Peter Minuit buy for the equivalent of $24.00? 	Manhattan
2335	factoid	How did Harry Chapin die? 	car accident|car crash
2336	factoid	How many layers of skin do we have? 	3|seven|three
2337	factoid	How did Joseph Smith die? 	assassinated|executed by a mob|killed by a mob
2338	factoid	When was the Titanic built? 	1910
2339	factoid	How did John Quincy Adams die? 	stroke
2340	factoid	What instrument did the jazz musician Art Tatum play? 	piano
2341	factoid	When was barbed wire invented? 	Nov. 24, 1867
2342	factoid	When was the first televised World Series? 	1947
2344	factoid	What city hosted the 1936 Summer Olympics? 	Berlin
2347	factoid	Where is Mount Olympus? 	Greece
2350	factoid	How big is the killer whale? 	11,000 pounds|2(0|2).*?f(ee|oo)t|30 feet|5-ton
2351	factoid	How long before bankruptcy is removed from a credit report? 	10 years|seven to 10 years|seven years
2352	factoid	What engineer designed the Erie Canal? 	Benjamin Wright
2353	factoid	What did Osama bin Laden's father do for a living? 	construction|contracting
2354	factoid	How did Anne Frank die? 	typhus
2355	factoid	What 20th century American president died at Warm Springs, Georgia? 	Franklin Delano Roosevelt
2356	factoid	What instrument did Louis Armstrong play? 	cornet|trumpet
2357	factoid	What city's biggest shopping district is called the Ginza District? 	Tokyo('s)?
2358	factoid	Who was responsible for the killing of Duncan in "Macbeth"? 	Macbeth
2359	factoid	What country's soldiers hid in the Trojan horse? 	Greek
2360	factoid	What is the gift for the 20th anniversary? 	china
2361	factoid	What stadium was the first televised MLB game played in? 	Ebbets Field
2362	factoid	How high is Pikes peak? 	14.*?110(-foot)?|4,300 meters
2364	factoid	How hot does it get in Death Valley? 	1(2(3|5|9)|34) degrees
2365	factoid	What body of water does the Colorado River empty into? 	Gulf of California|Gulf of Mexico
2367	factoid	How tall is the Washington Monument? 	555.*?f(ee|oo)t.*?
2370	factoid	When was the first potato chip made? 	1853
2371	factoid	What type of bee drills holes in wood? 	carpenter
2375	factoid	What date did Thomas Jefferson die? 	4 July 1826|July 4.*?1826
2376	factoid	What color belt is first in karate? 	white
2377	factoid	What country is the leading producer of rubber? 	Thailand
2378	factoid	How did Bob Marley die? 	cancer|melanoma
2379	factoid	What is the scientific name for red ants? 	Solenopsis invicta
2380	factoid	What is the name of the official residence of the President of France? 	Elysee palace
2381	factoid	What is Horatio's relationship to Hamlet? 	friend
2382	factoid	What passage has the Ten Commandments? 	Exodus
2383	factoid	How did Jerry Garcia Die? 	drug abuse|heart attack
2384	factoid	What is the population of Canberra? 	306,400
2386	factoid	How did Harry Houdini die? 	ruptured appendix
2387	factoid	What country celebrates Guy Fawkes Day? 	England
2388	factoid	what Arthur Miller play recounts his marriage to Marilyn Monroe? 	After the Fall
2390	factoid	What ancient tribe of Mexico left behind huge stone heads standing 6-11 feet tall? 	Olmecs?
2391	factoid	What president created social security? 	Franklin.*?Roosevelt
2392	factoid	When was the Red Cross founded? 	186(3|4).*?
2393	factoid	What color hair did Thomas Jefferson have before gray? 	red
