2077	1,071 pounds|4(76|87).*?kilos?
2078	acrylic
2080	Versailles
2083	Spanish
2084	714
2085	17-mile
2086	myrmecology
2087	Toronto
2088	132
2089	Puerto Rico('s)?
2090	Gladiator
2091	Marshall.*?Mathers
2092	1844|1860
2093	Metropolis
2094	1917
2098	Kiner
2099	Monty Python('s)?
2100	Et tu , Brute \? Then fall , Caesar
2101	German
2102	Statue of Liberty
2103	Pickett
2104	July 1863
2105	China
2106	Barbie Millicent Roberts
2107	kroner?
2109	1945
2110	Craig
2111	25
2115	Quebec
2116	55 degrees
2117	University of Massachusetts
2119	July 24,?
2120	Columbia Broadcasting System
2121	Etta James
2122	pith
2123	1940
2124	Dodgers
2127	Colombia
2128	banana
2129	755
2131	Brown
2133	1809.*?
2134	Frank Ferrano
2135	more than 98 percent
2136	8
2139	nitrogen
2140	April 4, 1968
2141	nine
2143	gunned down|shot
2145	wind speeds
2149	nine
2151	Rouen
2152	2.*?000 years ago
2153	1915
2154	album(e|i)n
2155	Belgi(a|u)(m|n)
2156	(95|98|100(.1)?).*?mph
2159	Randy Travis
2160	100 and 102 degrees|102.5F?
2161	Kiwis
2164	cocaine
2165	Aug. 2, 1776|July 4.*?1776
2167	one murder every 31 minutes
2168	Colombia
2169	Dec\s?(ember|.) 7,?|Sunday
2170	every.*?years.*?four
2171	4 feet|six.*?f(ee|oo)t
2173	bunny|rabbit head
2175	Kuwait
2176	1300s
2178	11,240 - foot|11.*?245 feet
2179	Mary Had a Little Lamb
2181	55,000|57,545|70,000
2182	12,(000|460) feet|3,800\s+meters
2184	Cavern
2185	About 60 percent only survive a year
2186	76 inches by 80 inches
2187	Grey Cup
2188	Patti Page
2189	rat
2190	Republic of Korea|South Korea
2191	St.*?Louis
2192	assassinated|murder|shot
2193	2,?500
2194	Vermiculite
2195	1981
2196	Pacific
2197	Mars Global Surveyor|Viking
2198	.*?Rehnquist|Sajjad
2199	Yardbirds
2200	15(.5)?-gallon
2202	never
2204	Connery
2205	14
2209	fallow
2210	28|30
2211	11 young and tend to have 11 mammaries. In the biggest litters, there can be as many as 28 pups
2212	Little Jimmy Dickens
2214	Austria|Switzerland
2215	infrasonic|infrasound
2216	pneumonia
2217	Denmark
2218	Phillips-Van Heusen
2219	5 feet 6 inches
2223	1839
2225	Iraq
2226	1973
2227	K(entuck)?y.?
2228	France
2230	Three Gorges
2231	palindromes
2232	Anastasia
2233	23 feet , 9 inches
2235	Aconcagua
2236	Spa(in|nish)
2237	Thriller
2238	150 degrees below F|minus-250 degrees F
2239	Corcoran
2240	Taps
2241	37.*?f(ee|oo)t
2242	phenylethylamine
2244	14|8
2246	Cabaret
2247	Cy Young
2248	nine
2249	Dec(ember|.) 31.*?1999
2251	1,839 meters?|5,700 feet
2252	Peter
2254	\$\s?2(0|5),000
2255	je t'aime
2257	America|Switzerland|U(nited|.)\s?S(tates|.)
2260	1783
2261	Michigan State
2262	Cincinnatus,?|given its name by Arthur St. Clair
2263	32 ounces
2264	42
2265	cerebral hemorrhage
2266	insulin
2268	violin
2269	12 minutes
2270	Annapolis
2271	anti-anxiety|sedatives
2272	1(1|2)
2273	Christianity|Roman Catholics
2275	about 7,700 miles
2276	March 27
2277	Mali
2278	12 million to one|One in 600,000
2280	5,?(000|005|034)-?
2281	Perry
2282	Suez
2283	strawberries and cream
2284	Ming
2285	9 million pounds?
2286	clay|eagle bone
2288	cal(f|ves)|cows
2289	African?
2290	1700
2292	Orthopedic
2293	at least 5|five
2294	Asia
2295	Dred Scott
2296	Devils Tower
2297	Jean
2299	763.035|about 750
2300	Ital(y|ian)
2301	Wagner
2302	\$\s?3
2303	Amazon|Nile
2305	Sept(ember|.) 16
2306	450-foot|451 - foot|482 feet
2307	two
2309	118 mg
2310	17,000|33,629|54.*?000
2311	Charles Lindbergh
2312	15
2313	14 pounds
2315	10|eight
2317	Atlanta|Falcons
2318	Geiger counters?
2319	aspirin
2320	Sept. 7 , 1927
2323	Susan B. Anthony
2325	1967
2326	60 - feet - six - inches|60 feet 6 inches
2328	Kan(sas|.)
2329	696
2330	Hudson
2331	Katharine Hepburn
2333	17-year-olds
2334	Manhattan
2335	car accident|car crash
2336	3|seven|three
2337	assassinated|executed by a mob|killed by a mob
2338	1910
2339	stroke
2340	piano
2341	Nov. 24, 1867
2342	1947
2344	Berlin
2347	Greece
2350	11,000 pounds|2(0|2).*?f(ee|oo)t|30 feet|5-ton
2351	10 years|seven to 10 years|seven years
2352	Benjamin Wright
2353	construction|contracting
2354	typhus
2355	Franklin Delano Roosevelt
2356	cornet|trumpet
2357	Tokyo('s)?
2358	Macbeth
2359	Greek
2360	china
2361	Ebbets Field
2362	14.*?110(-foot)?|4,300 meters
2364	1(2(3|5|9)|34) degrees
2365	Gulf of California|Gulf of Mexico
2367	555.*?f(ee|oo)t.*?
2370	1853
2371	carpenter
2375	4 July 1826|July 4.*?1826
2376	white
2377	Thailand
2378	cancer|melanoma
2379	Solenopsis invicta
2380	Elysee palace
2381	friend
2382	Exodus
2383	drug abuse|heart attack
2384	306,400
2386	ruptured appendix
2387	England
2388	After the Fall
2390	Olmecs?
2391	Franklin.*?Roosevelt
2392	186(3|4).*?
2393	red
