1084	6.5 %
1085	9[23] million
1087	1962
1088	amount.*moisture|measure.*moisture
1090	dinars?
1091	Australians
1093	meats?
1094	Sputnik
1095	Battle Creek|C?incinn(ati)?|Yorkville
1096	James_?
1097	invertebrates
1099	Mars
1100	Benjamin|Benjamin Harrison
1101	82-degree water, 16.6 degrees below normal|98 decimal|98.6
1102	correct abnormal rhythms|electric shocks?|maintain a consistent heartbeat|manage the rhythm of the heart|restart a stopped heart|restore normal (heartbeat|beating)|restores.*normal rhythm|shock.*heart|stimulate the heart|stop irregular heart
1103	Destruction of Forests|damage to trees|destroys aquatic life|threatens lakes and sreams
1104	1973
1105	186,000|186,200|186\,?451 miles|29.9292458 km per second|299,792 km/sec|300,000 km per second|6 trillion miles per year|670 million mph
1106	Quebec?
1107	World Trad(e Center)?|World Trade Towers
1108	plant form
1109	Dutch.*
1110	salt
1112	2\,?000|2\,?204|2\,?204.62?|2\,?205
1113	contagious.*diseases?|viral|virus?(es)?
1114	hole|major environmental problem
1116	Jewish practice|seven days
1118	Appalachians?
1119	(corn|wheat)\s*starch|alicyclic polyolefins.*|petroleum|petroleum-based|polyester|polyethylene|polymer|polypropylene|polystyrene|urethane|vinyl acetate
1120	1(00|03|19|15) million|109.2m|110m|88.5m|88m|90\s*m|95\s*m(illion)?
1121	helps clean.*blood|important circulatory|modifies the structure of blood
1122	Ariz(\.|ona)
1123	Alexander Graham|Gray|Inose|_?Bell_?
1124	1867
1125	FitzGerald|Haughey
1126	amino acids?|crucial ingredient.*Asparta.*|enzyme|nutritional proteins
1127	7\s*\.\s*5
1128	Senate.*House
1129	anti-submarine warfare|detecting silent objects|directional systems|ensure detection of torpedoes|listen to sound waves|location systems|measure distances|measuring the time taken|project pulses out into the ocean
1130	city
1131	elements?|helps flowers|ignite spontaneously|nutrients?|poisonous|spontaneously burns
1132	Moon?|lunar
1133	761 mph
1135	annual day|male-female relations|remembered their loved ones
1136	melanocyte
1137	high blood|high blood pressure|vascular ailment
1138	(channel|line|transmission) capacity|amount of data|carried on a communications line|frequency|how much data|range of frequencies|spectrum
1139	Verrazano.*Narrows
1140	bacteria on a living organism|living off healthy organisms
1142	forecasts?|predicting|weather?.*
1143	vision is reduced
1144	Ali Nashnush|Barman|Monjane|Robert Wadlow|_Gabriel Estavao_
1145	Bloomington.*Normal|Islamabad.*Rawalpindi|Makati.*Manila|Minneapolis and St.|Minneapolis.*S(ain)?t.*Paul|Minneapolis/St . Paul|Nantes.*Stuttgart|Omdurman.*Khartoum?|Rawalpindi.*Islamabad|Tampico and Ciudad Madero Troops
1146	Crayo(las?|ns)
1147	copper
1148	exercise (method|program)|mental conditioning program|strength training
1149	_?Mars
1151	hanboks?
1152	Carnival season ends|Fat Tuesday|Shrove Tuesday|day before Ash Wedne(sday)?|day before Lent|pre\-lent(en)?|state holiday
1153	12.5|1\s*\,?72[38]|2\s*\,?\s*[1457]00|3,066.19|3.36|4,200 pesos \(Dollars 1.38\)|4,200 pesos dollars 1.38|4.9(75)?|5.3|750 new pesos \( Dollars 242 \)|Ps3.30
1154	Robinson
1155	Macdonald
1156	258
1157	trombone
1158	19
1159	two weeks
1160	Science.*Mental.*H(ealth?)?
1161	ADDIS ADABA|Addis Abeba|_?Addis_? _?Ababa_?
1162	22|22.*months?|61[58].*6[456]8 days
1163	(heroin|drug) overdoses?|drugs?
1164	Icelandic
1166	bone.*(disease|disorder|loss)|brittle-bones|condition of progressive|condition.*bones?|disease caused by.*leaching|disease of women|disease.*bones?|fragile.*bones?|loss of bone (mass|tissue|density)|loss of calcium|loss.*bones?|porous.*bones?|softening.*bones?|thinning.*bones|weakening.*bones
1167	Ross|_?Nellie Tayloe Ro(ss)?_?
1168	button-shaped cactus|cactus|cactus.*button|drug|hallucinogen(ic)?|mescal(ine)?|piece of cactus
1169	carries food to the stomach
1170	resistance to flow|thickness
1171	1907
1172	TX
1173	aluminum|berylium|glass|silicon
1174	heads?
1175	Jackie|Jacqueline
1177	Channel Tunnel?|England.*France|English Channel
1179	AREN'T INNOCUOUS MEDICATION|Pepto Bismol stomach remedy|acid\s*\-\s*suppressing drugs|relief.*acids?|stomach ailments?
1180	stiffening.*lung tissue
1181	Methaqualone|depressant|drug|hypnotic depressant|sedative
1182	Aleve|NSAID|Naprosyn|anti-inflammation|anti-inflammatory|anti.*arthritic|anti\s*\-?\s*inflammatory (medicine|drug|agents?)|inflammation and pain|painkiller|treat arthritis
1183	bacterial infection|infection|sore throats?|streptococcal infections|streptococcus bacteria|swollen glands and fever
1184	New York
1185	blisters on the hands and feet|contagious ailment|contagious viral|epizootic aphthae|sores in the mouth|viral infections
1186	(1|one) year|18 months|months 12 to nine|nine to 12 mon(ths)?
1187	cartograph(y|ers?)
1188	(native|indigenous) (people|inhabitants)|Australia's black native|dark-skinned people from Australia|first settlers|original inhabitants
1189	binding of one molecule to another|interbreed
1190	blue
1192	(barometric|atmospheric) pressure
1194	U(nited)?\.?.*S(tates)?\.? Postal Service
1195	198[257]
1196	bursts?.*energized.*atomic|charged particles|constant flow of particles|gamma rays?\s*, X-rays, and high-energy|hot breath|particles|subatomic particles?|subatomic particu?
1197	1969
1198	1945
1199	Augusta|Charleston|GA|Georgia|S\.?\s*C\.?|South Ca(rolina)?|_?Aiken?_?
1200	Sharon Lane
1202	Cowper_?|Egan|Hammond|Hickel_?|Sheffield
1203	1922
1204	_?Isfahan_?|_?Tehran_?
1205	.*Paris_?|French|_?Fr(ance)?_?
1207	PCP|Pneumocystis carinii|caused by bacteria|common cause of death|common infections?|common killer of people|dangerous infection|fatal complication|infections?|inflammation|influenza virus|life-threatening infect(ion)?|most common AIDS - related|most frequent killer of AIDS patients|pneumococcus bacteria|respiratory diseases?
1208	Crater
1209	Molten Carbon(ate)?|Naphtha-Based Phosphate|Phosphoric Acid|Polymer Electrolyte|chemical|convert combustible liquids|converts gas to electricity|electrical generators|electrochemical device|hydrogen and oxygen|hydrogen.*fuels?|phosphoric acid|proven technology|provide electrical power|solid oxide|takes natural gas|use.*(butane|propane)
1210	Roosevelt
1211	Williamsport
1212	fraternal identical
1213	Sirius|Supernova 1987A
1214	autoimmune disease|chronic disease|chronic illness(es)?|destroy the vascular system|disorder of high blood sugar|disorder of sugar use|inherited medical condition|killer disease|seventh-leading killer
1215	1963
1216	Temporomandibular Joint|disk that connects|irritation|jaw joint|lower jaw
1218	14 October 1890|Oct\s*\.? 14\s*\,? 1890
1219	(Integr)?ated Services? D(igital|ata) Ne(twork)?.*|Integrated Service Digital Network
1220	temperature
1221	Dollars 1\.53|\$ 1\.6935|\$ 1\.6980|\$1\.5644
1222	1809|Feb(ruary|\.?) 12
1223	Galax(y|ies)|barred spiral|galactic
1224	Aspergillus|fungus|mildew|slime|sooty
1225	1756
1228	1\,?\s*900.*degree
1229	Pennsylvania Avenue|Sixteenth and Pennsylvania
1230	Pastina|couscous|flour|pasta|wheat
1231	peach|raspberr(y|ies)
1232	Great Bear.*|c?onstellations?
1233	80
1234	64 pounds per cubic foot|8.3 pounds per gallon
1235	Great Society|war.*poverty
1236	1.5 per 100,000 people
1237	Cleveland
1238	15.4 million|16.5 million|17 million|17.5 million|1[78](\.4)?m|_?16_? million
1239	(Mic)?ha?ela(ngelo)?.*
1240	Clenbuterol|Corydrane|Dexedrine|Epogen|Leukine|Minoxidil|Neupogen|Ritalin|Temazepam.*|_?Rogaine_?|amphetamines?|caff(eine)?|cocaine|ephedrine|erythropoietin|khat|methamphetamine|methylphenidate|nicotine|norephedrine|phencyclidine|phenylpropanol[ao]mine|pseudoephedrine|sugar
1241	cool(er|ed)?|little weather.*effect
1242	1960
1243	conversion of oxides|form of pollution|nitric acid|nitrogen oxide|sulfur dioxide|sulfuric acid|tree-killing pollution
1244	1810|1821
1245	Burlington|Canada|New York|Plattsburgh|_?Vermont_?
1246	violets?
1247	Oriole
1248	cinnabar|reduction agent
1249	Dante
1250	186,000|186,200|186\,?451 miles|29.9292458 km per second|299,792 km/sec|300,000 km per second|6 trillion miles per year|670 million mph
1252	goose( eggs?)?|l'oeuf
1253	(cairn )?terriers?
1254	butterfly\s*\-?\s*shaped gland|gland|gland.*neck|makes a hormone|secretes hormones
1255	Farewell
1256	pulmonary
1257	21.*to 23 times a day|every 30 to 100 minutes|every 75 minutes
1258	vinyl acet(ate)?
1260	red
1261	black.*red.*gold|red.*gold.*black
1262	cabaret|nightclub
1263	Sevastapol|Sevastopol
1264	110
1265	cruzado|cruzeiros?|real
1266	agent of disease|agents of disease|bacteria|dangerous bacteria|disease affecting|disease-causing|microorganisms|parasites or viruses|viruses
1267	BSE|bovine spongiform|bovine spongiform encep(halopathy)?|encephalopathy|nervous disorder|spongiform enceph(alitis)?
1268	Meats?|bananas?|whole grain
1270	wetlands
1271	Philosophy|moral.*principles|morality|principles of right and wrong
1272	cardio\-?\s*pulmonary resuscita(tion)?
1273	paid to you at regular intervals|pay fixed monthly benefits|pension|regular income|retirement|tax-deferred savings plans
1274	Oswald
1275	John Adams
1276	Dec(ember)?
1277	Harding
1278	43
1279	1822
1280	degenerative muscle disease|genetic diseases?|genetic disorder|genetic muscle-destroying disease|hereditary disorder|hereditary muscle diseases?|muscle wasting diseases|progressive weakness|wasting away of muscles
1281	King Ludwig|_?Ludwig II_?
1282	antifreeze|automotive coolants|cosmetics|fiberglass|personal-care products|pharmaceutical|used in the food and pharmaceutical industry
1283	anxiety|attack of panic|chest pain|disease|emotional illness|incapacitating fear|intense fear|mental illness|serious.*disabling disease
1284	Land
1285	cancer-causing|cancer\s*-\s*inducing|cause.*cancer|chemicals known to cause cancer|substance that encourages the growth of cancer
1286	cubs?
1287	4\.9 billion|5.[467]\s*bn|_?5\.?[1234]?_? billion?|five billion
1288	appoint.*relatives?|hiring relatives?|office favoritism|undue favoritism
1290	nearsighted(ness?)?|short sight
1291	4\s*%|8%|8.*per.*cent|8.25 per cent
1292	75%|85 per cent|Three - fourths|four - fifths
1293	Lhotse
1294	bard
1295	uran(ium)?
1296	third _?Sunday_? in June
1297	National Aeronautics?.*Space Admini?stration
1298	1,214|1\s*\,?\s*243|_?1,200_?
1299	Johannesbu(rg)?|Kuala Lumpur
1300	gas
1301	Maryland and Pennsylvania?
1302	1773
1303	efficiency of the body in burning fuel|process of breaking down food|rate at which energy is used|rate of burning calory
1304	Nixon
1305	glue and cotton|tobacco
1306	_?Harare_?
1307	National Aeronautics.*Space Admini?stration
1308	apple
1309	Computer chips|building blocks of many electronic devices|electronic chips at the heart of computers|good conductors of electricity|integrated circuits|key parts of computers
1310	energy source|power generation by atomic energy
1311	dangerous wave|giant wave|huge waves|large waves?|ocean waves?|sea waves?|seismic waves?|tidal wave?s?|triggered by undersea earthquakes|wall of water|waves
1312	Leath
1313	Wilson
1314	1947
1315	Northwest.*Yukon|Yukon.*Northwest
1316	Spirit of St. Louis
1317	destruction|elimination|elimination of a racial group|ethnic cleansing|extermination|killi(ng)?|systematic killing
1318	South America
1319	Lindisfarne
1320	ground motion
1321	Cedar Point|Ohio|Sandusky
1322	a protein that initiates or speeds up|catalysts|chemically active proteins|proteins that act as catalysts|speed.*chemical reactions?
1323	Priestle?y
1324	potatoes|sausages|sausages and mashed potatoes|sausages.*potatoes
1325	Mike IV
1326	Tower|Tower.*London|_?(Tow)?er_? of London
1327	Henson|_?Peary_?
1328	open sore|sore
1329	Dizziness|disorientation|loss.*balance|sensation motion|skewed balance|tinnitus
1330	Lung Function|air from the lungs|air rate|breathing|capacity of the lungs|lungs|peak flow|vital capacity
1331	June 21|longest day|summer solstice
1332	distress signal
1334	Abbot_?|Haney
1335	(car)?bon dioxide|carbo|methane
1337	Loxodonta africana
1340	Hawaii|Mount Waialeale
1341	Morrison
1342	17 Mar(ch)?|_?March 17_?
1343	Fala?
1345	baseball
1346	bicarbon(ate)?|bicarbonate of soda|sodium bicarbonate
1347	1743
1348	35|35 to 40 degre(es)?|between 32 and 40 degrees
1349	1876
1352	illness|loss of touch with reality|mental|mental disorders?|mental illness|psychos[ie]s|psychotic disorder|psychotic disorders?|schizoid personal(ity)?|split personality
1353	agents for tightening|blood pressure|causes blood vessels to tighten|compound|constricting blood|constrictor|forcing the heart to pump|hormone|most potent agents|pressure\s?\-?raising substance|rais(es|ing) blood pr(essure)?
1354	PUSH|Rainbow Coalition|United to Save Humanity
1355	bluebird
1356	Arches|Bryce( Canyon)?|Canyonlands|Capit[oa]l Reef|Echo Canyon|Fishlake|Zion
1357	15 February|1820|Feb. 15
1358	N\.Y\.?|New\s*York|York
1359	palindrom(es?|ic)
1360	treat.*children|with children
1361	W?al\s?\-?\s?Mart|Wal\-M|Wal\s*\-
1362	collect and funnel energy|conversion|conversion from light energy|convert.*light|generat.*electricity|photovoltaic|produce.*electricity|provide electricity|to electric energy
1364	buds?|on the stalk|plants|shrub|thick stems
1365	alien organisms|cell|chemical|foreign (proteins|substances)|foreign bod(y|ies)|molecules|proteins?|toxic particles
1366	francs?
1367	(18|19|20) million|19.2m|20.7m|20\s*m|_?18.43.*million_?
1368	Kevlar|Luaramid
1369	australs?|peso
1370	check the temperature|measure.*temperature|measuring.*temperatures?|monitor.*temperature|register.*temperatures?|tells you the real temperature|temperature measurements
1371	Montreal|Toronto
1372	black|brown
1373	France
1374	Explorer
1375	diamonds?
1377	(immune\s*\-\s*)?inflammatory diseases?|autoimmune diseases?|chronic disease|crippling disorder|debilitating diseases?|disease.*inflammation|inflammation
1379	affects.*muscles|brain damage|crippled|crippling disease|damage to the brain|defective motor ability|disorder of central nervous system|disorder of the central nervous system|incurable disease|lacks motor control|loss of muscle|nervous disorder|nervous system disorder|neurological disorder|paralysis
1380	St\s*\.? Louis
1381	221\,?\s*000 miles|238,855 miles|2[345]0\,?000.*miles
1382	Methane?
1383	Freedom 7|Mercury
1384	apple derivative|carbohydrate|gelling agent|product extracted from citrus fruit peel|sticky substance.*make jelly
1385	ecosystem diversity|multiplicity of species|variety of the world\s*'s wildlife
1387	1912
1389	Cleveland
1390	Kwachas?
1391	5\,?280.*
1393	Escherichia|Escherichia coli|bacteri(al?|um)
